ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" CustomFormatter=\"\" EnforceUniqueValues=\"TRUE\" Indexed=\"TRUE\" />","<Field Type=\"Choice\" DisplayName=\"Platform\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_1\" Name=\"field_1\" ID=\"{6ee51ccb-ff18-4ca2-928c-9eb794dfa8af}\"><CHOICES /></Field>","<Field Type=\"Choice\" DisplayName=\"Version Found\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_2\" Name=\"field_2\" ID=\"{c08685f2-380a-42ca-8d8d-1750a05bbc96}\"><CHOICES /></Field>","<Field Type=\"Text\" DisplayName=\"Build Fixed\" Name=\"field_3\" ID=\"{4a0b6493-947c-408d-b1eb-e21472d65bcf}\" StaticName=\"field_3\" />","<Field Type=\"Choice\" DisplayName=\"Functionality\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_4\" Name=\"field_4\" ID=\"{94fc4227-92d7-49a8-97a2-6f87708cae9e}\"><CHOICES /></Field>","<Field ID=\"{4ee09c9c-567b-4bb6-b399-ae40e1afd982}\" DisplayName=\"Issue Title\" Name=\"field_5\" StaticName=\"field_5\" Type=\"Note\" />","<Field ID=\"{820545f3-5000-4335-9c69-9e6885a1aa5c}\" DisplayName=\"Summary\" Name=\"field_6\" StaticName=\"field_6\" Type=\"Note\" />","<Field ID=\"{28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f}\" ReadOnly=\"TRUE\" Type=\"DateTime\" Name=\"Modified\" DisplayName=\"Modified\" StorageTZ=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Modified\" FromBaseType=\"TRUE\" Indexed=\"TRUE\" AutoIndexed=\"TRUE\" />","<Field AppendOnly=\"FALSE\" Description=\"Internal Comment field&#xA;Can place case links, notes or further info about JIRA/SCR here\" DisplayName=\"Internal Comments\" Format=\"Dropdown\" IsModern=\"TRUE\" IsolateStyles=\"FALSE\" Name=\"InternalComments\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Internal Comments\" Type=\"Note\" ID=\"{90423312-42b4-4997-8b72-f46231360718}\" StaticName=\"InternalComments\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Ticket\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Title","Platform","Version Found","Build Fixed","Functionality","Issue Title","Summary","Internal Comments"
"306794","Core Services","18.0.0","19.8.1.1000","Document Packets | CSP","Document Packets now prints Auto-Name strings that contain no spaces correctly","Document Packets now prints the Auto-Name string of documents which contain no spaces correctly onto the Table of Contents page of a packet.",
"307792","Core Services","17.0.2","19.8.1.1000","Document Packets | CSP","There is now an option in OnBase Configuration to prevent adding duplicate documents when creating a Document Packet",,
"308125","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","Table of Contents items are now correctly written to the database with Document Packets.","Table of Contents items are now correctly written to the database with Document Packets.",
"308494","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","Document Packets that generate Image Rendered PDFs can now be previewed correctly.","Document Packets that generate Image Rendered PDFs can now be previewed correctly.",
"308922","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","The mouse cursor in the Included Pages pane of Document Packets now appears as expected.","The mouse cursor in the Included Pages pane of Document Packets now appears as expected.",
"309261","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","Workflow can now correctly generate image-rendered PDFs through Document Packets.","Workflow can now correctly generate image-rendered PDFs through Document Packets.",
"309907","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","Document Packets now supports Unity Scheduler packet generation.","Document Packets can now be generated through the Unity Scheduler. 

This feature can be specified on the Packet Template through 3 new Configuration options: ""Never Use Unity Scheduler""; ""Always Use Unity Scheduler""; or ""Allow User to Choose Method of Generation"". The Packet Content Selection screen has also received a new button for use with Unity Scheduler, ""Generate Packet in Background"".

[img: 309907.jpg] 

This screenshot shows the location of the Packet Template generation options in OnBase Configuration.

[img: 309907_1.jpg]

This screenshot shows the location of the new button, ""Generate Packet in Background"". This particular template allows the user to choose which generation method the Document Packet will use, so the ""Generate Packet"" button is also visible.",
"310114","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","Document Packets generation now has a unified user interface","Document Packets now has a unified user interface for packet generation. All generation methods now have the correct message boxes (which already existed) display when their Configuration options are enabled. The ""Generate Packet"" button has also been updated to reflect user choice in the Packet Content Selection screen.


[img: 310114.jpg]

This screenshot displays the new button for packet generation when the ""Allow User Choice for Method of Generation"" option is enabled. Functionality is the same, but both options (Application Server and Unity Scheduler) can now be chosen from the Packet Content Selection screen in a single button with a drop-down menu.",
"310825","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","Date Keyword Values now parse correctly with Document Packets.","Date Keyword Values now parse correctly with Document Packets.",
"311286","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","The Packet Template Selection screen for Document Packets has been converted to a list box.","The Packet Template Selection screen for Document Packets has been converted to a list box from a drop-down menu. Functionality has not changed.

[img: 311286.jpg]

This screenshot shows the new look of the Packet Template Selection screen.",
"311322","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","Non-templated packets can now have adjustable Table of Contents page sizes.","Non-templated packets can now have adjustable Table of Contents page sizes. The selections are the same as templated Document Packets.


[img: 311322.jpg] 

This screenshot shows the location of the new drop-down menu in Non-Templated Packet Configuration.",
"311539","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","Non-Template Document Packets menu items in OnBase Configuration have now been properly labelled.","Non-Template Document Packets menu items in OnBase Configuration have now been properly labelled.

[img: 311539.jpg]

This screenshot shows the new labels in OnBase Configuration.",
"311619","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","The date range selector for Document Packets has been labelled to be more intuitive.","The date range selector for Document Packets has been relabelled to be more clear to the user.
This functionality is used with the ""Allow Portfolio Relation content to be restricted with a date range"" Configuration option.

[img: 311619.jpg]

This screenshot shows the new menu when a Packet Template that is restricted by a date range is selected. It is now labeled ""Document Date Range"".",
"318930","Core Services","18.1.0","19.8.1.1000","Document Retention | CSP","Document Retention Certificate of Destruction can now be viewed in core-based clients","Document Retention Certificates of Destruction are now viewable in all clients. These destroyed documents display locked and cannot be edited.",
"320307","Core Services","18.1.0","19.8.1.1000","Document Retention | CSP","Languages that require Unicode(Chinese, Japanese, Arabic, Hebrew, etc.) are now properly supported to display Certificates of Destruction for documents destroyed from Document Retention and/or Records Mangement",,
"321059","Core Services","18.1.0","19.8.1.1000","Document Retention | CSP","Certificates of Destruction, Document Retention/Records Management, now display fonts correctly in Web and Unity Clients",,
"315280","Core Services","17.0.2","19.8.1.1000","Document Retention | Unity Client | Core Services","In the Unity Cliient, administrators with sufficient Document Retention privileges may delete processed and committed documents prior to the end of the retention period.","When a document has undergone a process, such as batch-scanning / sweeping into a scan queue, indexing, and committing, a Document Retention administratior may delete the document prior to end of the document retention period.This applies to both static- and dynamic- based retention plans.",
"314048","Core Services","18.1.0","19.8.1.1000","Document Retention | Web Server | Core Services","Certificate of Destruction for Document Retention now supports Send to File and Send to Mail in the Web Client",,
"318680","Core Services","18.1.0","19.8.1.1000","Document Retention | Web Server | Core Services","The Retention Administration application has been updated in preparation for release with Enhancement Pack 1",,
"227340","Core Services","15.1.0","19.8.1.1000","Document Retrieval | Unity Client | Core Services","In Custom Queries, only users with the Full-Text Search box privilege are able to view it and perform full-text searches",,
"230986","Core Services","15.0.0","19.8.1.1000","Document Retrieval | Unity Client | Core Services","Application Server will now deliver a more accurate response when performing a Keyword Custom Query search in the Unity Client in which Security Keywords restrict all documents from being returned",,
"274004","Core Services","16.1.0","19.8.1.1000","Document Retrieval | Unity Client | Core Services","An exception dialog is no longer displayed when a user executes a search in Retrieval before saving keyword changes","An exception was being thrown when a user edited a Keyword value inside the Keyword panel, did not click to save the changes, and then attempted a new search in Retrieval. This functionality has been improved.",
"282512","Core Services","16.0.1","19.8.1.1000","Document Retrieval | Unity Client | Core Services","Users are now able to use a date range for a keyword custom query when the 'TO' Binary Operator is configured",,
"286405","Core Services","16.0.2","19.8.1.1000","Document Retrieval | Unity Client | Core Services","The 'Enter' keyboard button no longer needs to be pressed twice to execute custom queries that contain a date keyword",,
"306825","Core Services","18.0.0","19.8.1.1000","Document Retrieval | Web Server | Core Services","Performing a Note search in Web Client is no longer returning documents that do not contain notes",,
"288431","Core Services","17.1.0","19.8.1.1000","Document Separation | Unity Client | Core Services","Interacting with thumbnails in Document Separation no longer throws an exception","Resolved an issue where interacting with thumbnails in Document Separation sometimes caused an exception to be thrown that would cause the client to close unexpectedly. This exception did not appear consistently but it would more likely occur in environments that were already slow due to hardware specifications.

For customers using Advanced Document Review (after scanning or sweeping), this issue was resolved in this interface as well.",
"308879","Core Services","18.1.0","19.8.1.1000","Document Separation | Unity Client | Core Services","Selecting the Edit Pages button from the Image ribbon in the Unity Client does not cause an exception to be shown",,
"305455","Core Services","17.1.0","19.8.1.1000","Document Tracking | CSP","""Due in x days"" matches the document status icon based on the order of priority",,
"305716","Core Services","17.1.0","19.8.1.1000","Document Tracking | CSP","Checking and modifying the ""Override"" checkboxs found within the ""Override Settings"" dialog for either expected or expiration will generate a log",,
"320211","Installer","18.1.0","19.8.1.1000","eCopy Integration | Installer | Installer","The Integration for eCopy installer includes all necessary DLLs",,
"317589","Thick Client","18.1.0","19.8.1.1000","EDM Briefcase | TC","EDM Briefcase installer requires only 2017 VC++ Runtimes","EDM Briefcase installer requires only 2017 VC++ Runtimes",
"315610","Core Services","18.1.0","19.8.1.1000","EDM Services | Unity Client | Core Services","Existing document dialog correctly appears now when importing a new document into a document type configured to ""Always assume new revision""","Existing document dialog correctly appears now when importing a new document into a document type configured to ""Always assume new revision""",
"316292","Core Services","18.1.0","19.8.1.1000","EDM Services | Unity Client | Core Services","Users are able to Re-Index a document as a Revision of another document or Append a Revision in the Unity Client","Users are able to Re-Index a document as a Revision of another document or Append a Revision in the Unity Client",
"317935","Core Services","17.0.2","19.8.1.1000","EDM Services | Unity Client | Core Services","In Unity, when checking out unsupported document types, the document opens in the external application and the user is not prompted with the ""%APPDATA%\Hyland.Canvas.Client\checkouts"" folder","In Unity, when checking out unsupported document types, the document opens in the external application and the user is not prompted with the ""%APPDATA%\Hyland.Canvas.Client\checkouts"" folder",
"318200","Core Services","17.0.2","19.8.1.1000","EDM Services | Unity Client | Core Services","With the Restricted Keyword Authorization, Persistent Checkout functions to spec when checking in a document","With the Restricted Keyword Authorization, Persistent Checkout functions to spec when checking in a document",
"318970","Core Services","18.1.0","19.8.1.1000","EDM Services | Unity Client | Core Services","Added support for full persistent checkout for file types that open in an external application in the Unity Client","Added support for full persistent checkout for file types that open in an external application in the Unity Client",
"269437","Core Services","16.1.0","19.8.1.1000","EDM Services ASP.NET | CSP","The HTML Web Client respects Revision Comments when Re-Indexing documents from a non-revisable document type to a revisable document type","The HTML Web Client respects Revision Comments when Re-Indexing documents from a non-revisable document type to a revisable document type",
"269455","Core Services","16.1.0","19.8.1.1000","EDM Services ASP.NET | CSP","Force Comments is now respected when an end user Re-Indexes a Non-Revisable Document Type into a Revisable Document Type",,
"307875","Core Services","18.1.0","19.8.1.1000","E-Forms | Unity Client","Import of HTML documents will no longer throw an error message if there is not an E-Forms license registered",,
