ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" CustomFormatter=\"\" EnforceUniqueValues=\"TRUE\" Indexed=\"TRUE\" />","<Field Type=\"Choice\" DisplayName=\"Platform\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_1\" Name=\"field_1\" ID=\"{6ee51ccb-ff18-4ca2-928c-9eb794dfa8af}\"><CHOICES /></Field>","<Field Type=\"Choice\" DisplayName=\"Version Found\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_2\" Name=\"field_2\" ID=\"{c08685f2-380a-42ca-8d8d-1750a05bbc96}\"><CHOICES /></Field>","<Field Type=\"Text\" DisplayName=\"Build Fixed\" Name=\"field_3\" ID=\"{4a0b6493-947c-408d-b1eb-e21472d65bcf}\" StaticName=\"field_3\" />","<Field Type=\"Choice\" DisplayName=\"Functionality\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_4\" Name=\"field_4\" ID=\"{94fc4227-92d7-49a8-97a2-6f87708cae9e}\"><CHOICES /></Field>","<Field ID=\"{4ee09c9c-567b-4bb6-b399-ae40e1afd982}\" DisplayName=\"Issue Title\" Name=\"field_5\" StaticName=\"field_5\" Type=\"Note\" />","<Field ID=\"{820545f3-5000-4335-9c69-9e6885a1aa5c}\" DisplayName=\"Summary\" Name=\"field_6\" StaticName=\"field_6\" Type=\"Note\" />","<Field ID=\"{28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f}\" ReadOnly=\"TRUE\" Type=\"DateTime\" Name=\"Modified\" DisplayName=\"Modified\" StorageTZ=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Modified\" FromBaseType=\"TRUE\" Indexed=\"TRUE\" AutoIndexed=\"TRUE\" />","<Field AppendOnly=\"FALSE\" Description=\"Internal Comment field&#xA;Can place case links, notes or further info about JIRA/SCR here\" DisplayName=\"Internal Comments\" Format=\"Dropdown\" IsModern=\"TRUE\" IsolateStyles=\"FALSE\" Name=\"InternalComments\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Internal Comments\" Type=\"Note\" ID=\"{90423312-42b4-4997-8b72-f46231360718}\" StaticName=\"InternalComments\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Ticket\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Title","Platform","Version Found","Build Fixed","Functionality","Issue Title","Summary","Internal Comments"
"HC-165539","Unknown",,"21.1.13.1000","Release of Information","Addressed performance issues related to attaching large amounts of documents to an ROI Request using the Add Charts and Documents wizard","The document attachment logic has been updated to be more efficient when calculating the page counts of documents being attached to the Release of Information (ROI) Request through the Add Charts and Documents wizard.  This update should result in shorter wait times for end-users attaching large amounts of documents to ROI Requests.",
"HC-165798","Unknown",,"21.1.13.1000","Signature Deficiencies for Epic","Resolved an issue where loading an E-form in the secondary viewer of Signature Deficiencies for Epic (SD4E) could fail.","In certain load-balanced environments, an E-form could fail to load in the SD4E secondary viewer. The use case for this is performing Healthcare/Document Corrections on a document in SD4E. This change resolved the issue by ensuring the correct load-balancer cookie was provided by SD4E when loading the Document Corrections E-form in the secondary viewer.",
"NILE-489","Unknown",,"21.1.13.1000","Web Server","Addressed issue with blank value for numeric Keyword Types in a DocPop URL","This fix ensures that users can retrieve a desired list of documents even if the associated numeric Keyword Type in a DocPop URL has a blank value.",
"CSFMD-1763","Unknown",,"21.1.13.1000","Web Server","N/A we're not documenting this support","N/A we're not documenting this support",
"SBPPA-3166","Unknown",,"21.1.13.1000","Workflow Approval Management","Users will no longer receive duplicate WAM notifications at improper intervals.","Corrected an issue that caused the Send Reminder Notification Workflow action to incorrectly send the Initial Notification immediately upon execution, rather than at the configured interval level.",
"AG-4372","Unknown",,"21.1.13.0","Integration for Accela","Corrected an issue importing .eml files using the Accela Integration.","In the past, .eml file names that had more than one period in the file name would not import into OnBase properly via the Accela Integration and would show as a spicer file type and required customers to open a support case to correct the file type in the database. This defect was fix and .eml files will now import properly.",
"SBPPA-3105","Unknown",,"21.1.12.1000","Document Composition","Required User Prompt Placeholders are now correctly inserting the value of a condition.","Corrected an issue where a required user-prompt placeholder incorrectly inserted the value of the user-prompt instead of evaluating against a condition and inserting the result.",
"FDTN-2095","Unknown",,"21.1.12.1000","Document Imaging","Custom batches with only a Verification Report now automatically deleted","If all documents other than the Verification Report are deleted in a custom batch, the batch is now automatically deleted. The Verification Report remains in the system and can be retrieved. This prevents the need to manually clean up orphaned batches after the non-report documents have been deleted.",
"FDTN-2136","Unknown",,"21.1.12.1000","Document Imaging","Resolved issue where batch documents were not being refreshed after redactions or image markups were added","Corrected an issue where documents in Batch Processing were not being refreshed after redactions or image markups were added to them. This allows users to view the most recent versions of batch documents without having to take extra steps to refresh the documents, allowing for quicker and more efficient processing.",
"CAPIN-2230","Unknown",,"21.1.12.1000","Document Import & Reindex","Addressed issue with truncation warnings not appearing consistently or correctly in the Verification Report","Corrected issue with truncation warnings not appearing consistently or correctly in the Verification Report when using ANSI databases with MBCS languages where characters are stored with more than 1-byte per character.",
"QC-950","Unknown",,"21.1.12.1000","Document Retrieval","When ""Remember Hitlist Height"" is enabled, all searches after a Text Search is performed are now completed successfully.","Fixed an issue in the Web Client where Text Searches performed when 'Remember Hitlist Height' was enabled were not completed successfully.",
"FDTN-2132","Unknown",,"21.1.12.1000","Front Office Scanning","Path to default configuration file now supported on Front Office Scanning shortcut","Resolved an issue where Front Office Scanning (FOS) was not supporting the path to the default configuration file specified on the FOS shortcut. This allows users to launch the FOS client without being prompted to select a configuration file.",
"DCI-114","Unknown",,"21.1.12.1000","Integration for Duck Creek","Added additional keyword validation when archiving documents through the Integration for Duck Creek during document upload process.","Additional logic included to validate Keyword Types belonging to an existing Keyword Group before attempting archival through the Integration for Duck Creek.",
"DCI-113","Unknown",,"21.1.12.1000","Integration for Duck Creek","Added ability for Document History logs in OnBase to capture logging info when downloading documents from the Duck Creek API.","When viewing History in OnBase, users will see logging information for documents downloaded from the Duck Creek API with the ""Exported a Document"" action description.",
"OUTI-173","Unknown",,"21.1.12.1000","Integration for Microsoft Outlook","Duplicate keywords are no longer being added upon importing multiple mail items.","Addressed an issue where keywords were duplicated upon being imported with multiple mail items.",
"PR-729","Unknown",,"21.1.12.1000","Plan Review","Fixed an issue where duplicate project documents could be created.","After importing a document from the plan review portal and then re-indexing that document in the Unity client, then importing a revision of the original document via the Add a plan document function in the unity client, the plan document would be duplicated on the project. This issue has been fixed.",
"NILE-448","Unknown",,"21.1.12.1000","StatusView","Addressed issues with column expansion and readability in a WorkView Filter Portlet","Set minimum width of each column to restrict users from resizing a column beyond its minimum set width. This allows users the capability to expand and verify long texts when there are multiple columns in a portlet. A horizontal scroll bar is displayed based on the portlet width to improve readability.",
"HED-5174","Unknown",,"21.1.12.1000","Unity Forms","Resolved an issue where Exception was thrown on trying to test drive, publish, or submit forms that uses a Calculated Field having AVG() expression involving Repeater Control fields and another field outside the Repeater Control","Users will now be able to test drive, publish, or submit forms that uses a Calculated Field having AVG() expression involving Repeater Control (Nested Table, Table, or Repeating Section) fields and another field outside the Repeater Control",
"NILE-428","Unknown",,"21.1.12.1000","Web Server","Addressed a licensing issue when using DocPop in the IAM environment","Added enableCoreQueryAPILicense setting to the Hyland IdP login path. This ensures that when users use the default login for DocPop, the Core Query API license is consumed instead of named or concurrent licenses.",
"CSFMD-1695","Unknown",,"21.1.12.1000","Web Server","Unsupported Send To | File Option Removed","The PDF option is no longer available when a Web Client user attempts to use the Send To | File option for Office documents that are configured to use a custom file format.",
"CSFPR-1706","Unknown",,"21.1.12.1000","Web Server","Send To File Content Type Fix","For Web Client users performing a Send To | File action, the Rendered Format and Original Format options are now available within the Save As menu when exporting either a PDF document, or an Office document that uses the system office file format or a custom file format.",
"CSFMD-1703","Unknown",,"21.1.12.1000","Web Server","Web Client Users Can Save Multiple Documents to ZIP File","Web Client users can correctly save multiple documents to a ZIP file, even for documents that use a custom file format.",
"SBPPA-3075","Unknown",,"21.1.11.1000","Document Composition","Removed unneeded code that could cause an exception in IE HTML Web Client.","This change will ensure that users have a consistent experience in all browsers.",
"SBPPA-3077","Unknown",,"21.1.11.1000","Document Composition","Within Plan Review, an incorrect error was received requiring a Document Composition license when a letter was created from a Unity Script.","The Plan Review license does not require a specific Document Composition license. We have removed the license check from this specific scenario.",
"CSFPR-1659","Unknown",,"21.1.11.1000","E-Forms","The HTML and ActiveX Web Client now no longer automatically convert .html documents to a .htm file format in most circumstances","In the HTML Web Client, the 'Send To | File' and 'Send To | Mail' functionality now no longer automatically convert a .html document to a .htm file format. 

In the ActiveX Web Client, the 'Send To | File' functionality now no longer converts a .html document to a .htm format. 

The 'Send To | Mail' functionality in the ActiveX Web Client does still convert 
 .html documents to a .htm format.

However, as a workaround for sending to mail in the ActiveX Web Client, the  
 OnBase Administrator can configure their Web Server to use the ""UseWebMail"" configuration option.  This will cause the ActiveX Web Client to use the HTML code for 'Send To | Mail' and they will see the updated behavior.",
"SBPPA-2750","Unknown",,"21.1.11.1000","OnBase Studio - Workflow","Updated untranslated string constant to support localization.","""Timer Type"" is now properly translated.",
"SBPPA-2758","Unknown",,"21.1.11.1000","Workflow","Corrected an issue causing the Unity Client to become unresponsive when loading a document in a Workflow queue that has an Exclusive Lock.","Corrected an issue causing the Unity Client to become unresponsive when loading a document in a Workflow queue that has an Exclusive Lock.",
"SBPPA-2760","Unknown",,"21.1.11.1000","Workflow","Users of institutional databases will now see correct user accounts in the Unity Client's load balancing administration screen.","This change makes the Unity Client reflect what is available in the Thick Client.",
"ADOC-390","Unknown",,"21.1.0.6","OCR for AnyDoc","Dual monitor support.","We now support duel monitor environments in that the menu drop down selections now appear on the monitor that is hosting the application and not just in the primary monitor window.",
"AG-821","Unknown",,"21.1.0.0","Agenda Manager","Addressed an issue with legacy agenda items not prompting for required keywords input when attaching documents to the item.","If mapping to a Required Keyword, and the field on the Agenda Item is not marked as required, when the attachment is added to the item and the item is saved, you will be prompted to enter the missing required keyword. The keyword will be added, but the field on the form will be blank. If you want that same value to display in the agenda item form field, you must edit the agenda item form and manually add the value to the field. To avoid this, you may want to consider marking the field on the form as required as well.",
"FDTN-1775","Unknown",,"21.1.0.0","Document Imaging","Resolved issue with Unity Client freezing when uploading multiple files","Resolved an issue where the Unity Client would freeze when users upload multiple files to the same document using the ""Browse"" button. This allows users to upload multiple files ad hoc as expected.",
"DB-761","Unknown",,"21.1.0.0","Foundation DBUtils","FoundationDBUtils - Fixed an issue where Hyland.Schema versions would show the incorrect version when the version.json file is used.",,
"DB-762","Unknown",,"21.1.0.0","Foundation DBUtils","Foundation DBUtils - Fixed an issue when using the command line interface and the -v command. Using the -v command will now properly set verbose level logging.",,
"DB-760","Unknown",,"21.1.0.0","Hyland.Data","OnBase Database Logging - Fixed an issue where timestamps for OUT queries wouldn't be logged.",,
"SIG-489","Unknown",,"21.1.0.0","Integration for Adobe Sign","Addressed an issue with the Document Auto Name string for Adobe Sign documents.","When documents are returned from Adobe Sign, the document now maintains the Auto Name as set in OnBase.",
"SIG-586","Unknown",,"21.1.0.0","Integration for DocuSign","Some template anchor tabs may be impacted from changes that DocuSign has implemented in their newer API endpoint that the Integration for DocuSign eSignature now uses for creating an envelope using templates.","DocuSign implemented a new API endpoint for creating an envelope using templates and ended support for the previous endpoint. The Integration for DocuSign eSignature uses the new endpoint as of EP4 (20.8). This new endpoint enables support of DocuSign Payment Fields, Stamps, and other advanced features but unknowingly changed the way anchor tabs that are part of the referenced Templates are applied.

Previously, an anchor tab on a DocuSign Template would only apply to the one document in the Envelope it was mapped to in OnBase. Using the newer DocuSign method, the anchor tab is applied to every document in the Envelope. As a result, if the Envelope contains multiple documents, each with a Template with an anchor tab using the same anchor text, a signature field will be placed multiple times in the same location, causing a recipient to have to sign the same location multiple times.

If you are using anchor tabs and experience this issue, you should update the anchor tabs in your DocuSign Templates and the corresponding text string identifier (AnchorTabString) in the documents for all the documents that are going into that specific type of envelope so that there is a unique Anchor Tab/Text String combo per template/document mapping.

For more information about using anchor tabs in DocuSign Templates, please refer to DocuSign documentation:
https://developers.docusign.com/docs/esign-soap-api/esign101/anchor-tagging/ ",
"PR-182","Unknown",,"21.1.0.0","Plan Review","Addressed an issue where the ""Word Document Composition"" option was not always visible to check in user group privileges window.","The Document Composition Template Builder is used to create a template that Plan Review can use to create a comment letter.  Plan Review allows for that functionality without the Doc Comp license being purchased.  The problem was that without the ""Word Document Composition"" check box checked, Plan Review wouldn't enable the Create Letter button. In the past you would have to be licensed for Doc Comp to see that check box privilege in the user group. We addressed the issue so now whether you are licensed for Document Composition or not you will see the ""Word Document Composition"" privilege available to check in the user group so that you can use the ""Create Letter"" button in Plan Review to generate comment letters.",
"CSFPR-851","Unknown",,"21.1.0.0","Web Server","Updated OBIMGLIB for 64-bit color depth","Upgraded the OBIMGLIB to a newer version to fix an issue which prevented viewing of images with 64-bit color depth.",
"SBPWC-1696","Unknown",,"21.1.0.0","WorkView","Closing ObjectPop no longer closes the user's session.","Closing ObjectPop no longer closes the user's session.",
"SBPWC-2407","Unknown",,"21.1.0.0","WorkView","FIXED: Currency, Floating Point and Decimal values are not displayed correctly when using the regional setting fr-CH","Fixed an issue where attribute values may not be displayed correctly on an object when the local is set to fr-CH.",
"327699","Core Services","21.1.0","20.8.6.1000","Identity Provider Service | CSP","Login to OnBase using the Hyland IdP does not time out",,
"326511","Core Services","19.12.0","20.8.1.1000","ActiveX Controls | CSP","ActiveX controls were made for the 20.8.0 file version.",,
"BACON-776","Unknown","20.8.0","20.8.1.1000","API Server","Logs now correctly identify source and server IP addresses","The server's IP address used to be logged as the source, while the source IP address was never logged. This has been corrected.",
"CSFMD-100","Unknown","18.0.1","20.8.1.1000","Autofill Keysets","When Re-Indexing in the OnBase Client to a Document Type containing an External AutoFill the initial Keyword Instance is now successfully overwritten",,
"326209","Core Services","19.8.0","20.8.1.1000","Bar Code Generator | CSP","Dialog Resizing for Bar Code Generator 20.8.0",,
"326506","Core Services","20.3.0","20.8.1.1000","Batch Indexing - ASP.NET | CSP","Users are able to delete pages and undo the deletion without problem in the Web Client Batch Indexing",,
"326756","Thick Client","20.8.0","20.8.1.1000","Client | TC","20.8.0 resizing Thick dialogs",,
"327186","Thick Client","20.8.0","20.8.1.1000","Client | TC","Dialog Resizing 20.8",,
"321086","Core Services","17.0.2","20.8.1.1000","Core Services - Rendering | API | Core Services","Partial pdf conversions","When converting a pdf to tif, when a corrupt page was encountered, a partial conversion was returned. We updated retrieval so that conversions will halt upon hitting a corrupt page instead of returning partial conversions.",
"326505","Core Services","20.8.0","20.8.1.1000","Core Services - Rendering | API | Core Services","Applied localization to EML and Outlook message headers",,
"326646","Core Services","20.8.0","20.8.1.1000","Data Capture Server | CSP","When multiple Data Capture systems contend for the same Brainware generated c/XML files, the documents will still be processed correctly",,
"326539","Core Services","19.12.5","20.8.1.1000","Diagnostic Console | CSP","Users are able to launch Diagnostics Console  upon upgrade.","Diagnostics Service is set to Automatic Startup and Started Automatically upon a new install and upgrade
Diagnostics Console is able to launch and connect without errors.",
"325109","Thick Client","20.3.0","20.8.1.1000","Document Imaging | TC","Client Scanning Reports were updated to include the 'Send to Workflow' Capture Process Designer custom action.",,
"325475","Thick Client","18.0.1","20.8.1.1000","Document Imaging | TC","CPD Scan Queues are only visible to a User that belongs to a User Group with the rights to the Scan Queue",,
"326818","Core Services","20.8.0","20.8.1.1000","Document Imaging | Unity","TimerActionDataAccess constructor will DatabaseContext instead of Session which will help with future automation efforts",,
"326691","Core Services","20.12.0","20.8.1.1000","Document Imaging Scanning | CSP","Removed unnecessary uses of wiaut.dll in Hyland.Acquisition project",,
"326496","Core Services","19.8.12","20.8.1.1000","Document Tracking | CSP","Corrected the issue uploading a document via the Browse function",,
"322263","Core Services","19.8.1","20.8.1.1000","EIS - Workflow Messaging","Call SOAP Off-Ramp works with the Soap1.2 protocol",,
"324225","Core Services","19.12.0","20.8.1.1000","EIS - Workflow Messaging","Add Message item to Other Life Cycle can only send message item types to life cycles they are part of",,
"324655","Core Services","19.12.1","20.8.1.1000","EIS - Workflow Messaging","DocPopURL and Document Bytes sub-boxes can no longer be checked without first checking the Include Related Documents parent box in the Serialize Object to XML Message Workflow action",,
"325097","Core Services","20.3.0","20.8.1.1000","EIS - Workflow Messaging","Include related documents correctly works for Serialized Unity Form documents",,
"325372","Core Services","20.3.0","20.8.1.1000","EIS - Workflow Messaging","Added a backwards compatible schema change for SerializationType",,
"325814","Core Services","20.3.0","20.8.1.1000","EIS - Workflow Messaging","""Apply Mapping to Message Item"" Workflow action now only appears as an option in Message Items Workflow Life Cycles",,
"325956","Core Services","20.3.0","20.8.1.1000","EIS - Workflow Messaging","WF Doctor error message correction","Error message was corrected for the WF Doctor highlighted fields.",
"326287","Core Services","20.3.0","20.8.1.1000","EIS - Workflow Messaging","Fixed issue with WorkView Serialization Rule not being recursive to it relates to itself",,
"326912","Core Services","20.8.0","20.8.1.1000","EIS - Workflow Messaging","Updated naming convention to match HIS launch",,
"327029","Core Services","20.8.0","20.8.1.1000","EIS - Workflow Messaging","The latest OnBase.Core nuget package(20.8.0.30) has the whitelisted dlls.","The latest OnBase.Core nuget package(20.8.0.30) has the whitelisted dlls.",
"327125","Core Services","20.8.0","20.8.1.1000","EIS - Workflow Messaging","Only associated Life Cycles are displayed for Workflow Actions - Split Child Work Items, Call Soap Off-Ramp, Call REST Off-Ramp",,
"QC-104","Unknown","19.8.15","20.8.1.1000","Envelopes","Shared Envelope user privileges are not removed when a new user is added and then removed from a shared envelope. ","The privileges of users to whom an envelope has previously been shared will not be affected by the addition or removal of another user. In other words, a user with the privilege to remove a document from a shared envelope will retain that privilege.",
"327103","Core Services","19.8.15","20.8.1.1000","Envelopes | Web Server | Core Services","Permissions of currently assigned users are no longer reset when adding a new user to a shared envelope.",,
"326548","Core Services","20.8.0","20.8.1.1000","Event Relay Server","ERS configured with Third Party ECM is again sending deleted document events",,
"326027","Core Services","20.3.0","20.8.1.1000","Full-Text Search | ASP.NET","Bug fix for document locking in the Web Client","Document locks are working properly in the Web Client.",
"311382","Core Services","18.0.0","20.8.1.1000","Full-Text Search | CSP","Bugfix","This was a bug-fix to handle graceful handling of a document with an invalid filetype when using full text.",
"326311","Core Services","19.12.7","20.8.1.1000","Full-Text Search | CSP","Optimized Requeue Failed Items to prevent invalid status being set when a timeout occurs.",,
"326423","Core Services","20.3.0","20.8.1.1000","Full-Text Search | CSP","Full Text Deletes large Catalogs in Chunks of 4000 to prevent database timeout",,
"326604","Core Services","20.3.0","20.8.1.1000","Full-Text Search | CSP","Full Text will now clean up empty folders that are no longer needed after a coordinate file is deleted","Full Text will attempt to delete empty folders and parent folders, where a coordinate file is deleted. A message will be logged indicating weather the folder was deleted.",
"324169","Core Services","19.12.0","20.8.1.1000","Full-Text Search | Unity","Personal Page Full-Text Tile checks for IDOL or Full-Text License","Personal Page Full-Text Tile checks for IDOL or Full-Text License",
"327009","Core Services","20.3.2","20.8.1.1000","Image Forms","Line breaks in Multiline Text Boxes will now render as line breaks when a form is converted to an image.",,
"303947","Core Services","18.0.0","20.8.1.1000","Import/Export Framework | CSP","Additional verification for imported assemblies","Add a warning when mapping Unity Script assemblies, when Assembly Name and Hascode from import package does not match mapped assembly",
"326612","Core Services","20.8.0","20.8.1.1000","Import/Export Framework | CSP","Added support to use connection string as command line argument","New parameters added to support use of connection string as part of the command line
     /sourceconnectionstring:<Source connection String> Sets the connection string to the source database.
     /sourceprovidername:<Source provider name> Sets the provider name for the source connection string.
     /destinationconnectionstring:<Destination connection string> Sets the connection string to the destination database.
     /destinationprovidername:<Destination provider name> Sets the provider name for the destination connection string.

Using connection string will override source and destination db parameters",
"326683","Core Services","20.8.0","20.8.1.1000","Import/Export Framework | CSP","Add support to limit number of documents transfer to destination database","When TSC profile is configured to use custom query to transfer documents, and option has been added to set a certain number of documents. Previous this change all document matching query criteria was transfer",
"326681","Core Services","20.3.2","20.8.1.1000","Installer CD Publishing | OA","Issue completed","This SCR is completed.",
"326522","Core Services","20.3.0","20.8.1.1000","Installer Thin | OA","Fixed UI logic for LOB Broker Relay installer",,
"326706","Core Services","20.8.0","20.8.1.1000","Installer Thin | OA","Installer Added","The Installer was added back to the solution.",
"327160","Core Services","19.12.2","20.8.1.1000","Installer Thin | OA","Issue completed","This issue has been completed.",
"312834","Core Services","17.0.1","20.8.1.1000","Integration for DocuSign | Unity","When using a template the Signature Location is not shifted when signing the document","When using a template the Signature Location is not shifted when signing the document. Also The DocuSign Integration now has the functionality to include payment and stamps in OnBase.",
"GISI 17","Unknown",,"20.8.1.1000","Integration for Esri","Client settings, such as the alternate viewer, are set properly when using a pooled user and no actions menu items are configured in the GISWebAPI.",,
"325598","Core Services","20.3.0","20.8.1.1000","Integration for ESRI","Client settings, such as the alternate viewer, are set properly when using a pooled user and no actions menu items are configured in the GISWebAPI.",,
"327173","Core Services","18.0.1","20.8.1.1000","Integration for ESRI","A document can successfully be retrieved on features that have linked attributes to keywords that are sometimes blank or NULL.",,
"GISI 11","Unknown","18.0.1","20.8.1.1000","Integration For Esri","A layer can be configured with a linked attribute to a keyword used for import or retrieval that can sometimes be blank. A document can successfully be retrieved on features that have linked attributes to keywords that are sometimes blank or NULL.",,
"OUTI-57","Unknown","18.0.1","20.8.1.1000","Integration for Microsoft Outlook","The Outlook integration ensures the correct Default MAIL email Address keywords are being used when using external email addresses.","Certain email addresses coming from an external address which are added to the customer's Global Address List within Exchange are being imported as the legacyExchangeDN value instead of the SMTP email address. When the documents are reviewed, it's difficult to determine keyword wise who the email came from originally.",
"325301","Core Services","18.0.1","20.8.1.1000","Integration for Microsoft Outlook 2016 | CSP","Auto-Import folder (Send to Scan Queue) moves messages to new folder on import",,
"327149","Core Services","20.8.0","20.8.1.1000","Integration for ShareBase | CSP","Remove old ShareBase NUnit test projects",,
"327230","Core Services","20.8.0","20.8.1.1000","Integration for ShareBase | CSP","ShareBase Workflow Actions configured with Link Security Options are now respected.","ShareBase Workflow Actions configured with Link Security Options are now respected.",
"326796","Core Services","20.8.0","20.8.1.1000","Keywords - ASP.NET | CSP","Web Client Import automatically selects file type if there is only one whitelisted","Web Client Import automatically selects file type if there is only one whitelisted",
"327222","Core Services","none","20.8.1.1000","Licensing | CSP","Named licenses will not failover to concurrent licenses","- A Named User Client license allows login from up to 2 separate workstations
- When a Named User Client license has been consumed on 2 different workstations, attempting to login to a 3rd workstation will not failover to a Concurrent Client license and login will not be allowed on the 3rd workstation",
"326950","Core Services","20.8.0","20.8.1.1000","Notes/Annotations | CSP","Export to Network Location Workflow action now has option to export Note information to PDF file format",,
"320161","Core Services","18.0.0","20.8.1.1000","OnBase Patient Window | CSP","The 'Scale To Gray' display option is now enabled by default in the HTML Web Client Document Viewer.",,
"326356","Core Services","18.0.1","20.8.1.1000","OnBase Studio – Workflow | CSP","No longer receive error in OnBase Studio when using ""Call Web Service"" Workflow action to load a UTF-8 WSDL file that contains Japanese (Unicode) characters",,
"327119","Core Services","20.8.0","20.8.1.1000","OnBase Studio – Workflow | CSP","The Promote Disk Group action now properly allows for use of the ""Use Disk Group From Keyword"" option without error",,
"327161","Core Services","20.8.0","20.8.1.1000","OnBase Studio – Workflow | CSP","Users can now select the ‘Foundation API’ radio button in the ‘Executed In’ rule without error",,
"318871","Core Services","18.0.1","20.8.1.1000","OnBase Studio – WorkView | CSP","OnBase Studio will now resolve duplicate sequenceid values in the database for WorkView Module Associations","- The Module Association configuration dialog will no longer throw an exception when duplicate sequenceid values are present in the module associations database table.
- Duplicate sequenceid values will be updated automatically when clicking OK in the Module Associations dialog.",
"320553","Core Services","18.1.0","20.8.1.1000","OnBase Studio – WorkView | CSP","Filter Bars with Filter Bar Items will no longer be listed as a selection in the User-defined Filter Bar Application property drop down.",,
"326277","Core Services","19.8.12","20.8.1.1000","OnBase Studio – WorkView | CSP","The scroll bar functions properly when selecting a class in the ""Send WorkView Notification"" action.",,
"327298","Core Services","20.8.0","20.8.1.1000","OnBase Video | Unity Client | Core Services","Twistage Bulk Upload now delete files from Foreign Disk Group after the upload is completed for each files",,
"324123","Core Services","19.12.0","20.8.1.1000","Reporting Dashboards - Web Client","When opening certain Reports in the Web Client and the Reporting Web Viewer a ""Object reference not set to an instance of an object"" error no longer occurs.",,
"325840","Core Services","19.8.5","20.8.1.1000","Reporting Dashboards - Web Client","When exporting dashboard data from a dashboard using a WorkView data provider, an exception is no longer thrown",,
"326713","Core Services","20.8.0","20.8.1.1000","SAP - AP Automation | Application Server | Core Services","Updated version number for SAPERPActivities.dll in the LOB Broker relay",,
"322762","Thick Client","16.0.2","20.8.1.1000","Signature Pad Interface (TWAIN) | TC","While trying to put signature on a document with unsaved markups in thick client user should get a prompt to save the markups first","Put markups on a document > keep them unsaved
Try to sign the document

Result : User would get a prompt to save the markups first.",
"API-2287","Unknown","17.1.0","20.8.1.1000","Unity API Configuration","User Group permissions made consistent when creating a new script or editing existing script","When creating a new Untity Script, the user was allowed to give permissions to any User Group regardless of privileges. This was corrected to match the User Groups that are allowed to be granted privileges the same as when editing a Unity API script.",
"CSFPR-4","Unknown","19.8.9","20.8.1.1000","Unity Client","Improved rendering process so that it is more efficiently consumed, once per image document, to resolve wait time performance issues in the Unity Client","This allows for more improved user experience when scolling through thumbnails using the next/previous page butons. ",
"CSFPR-183","Unknown",,"20.8.1.1000","Unity Client","The Batch Indexing Viewer's ""Selection Zoom"" option is now enabled by default",,
"313993","Core Services","20.8.0","20.8.1.1000","Unity Client | CSP","The internal text search result string now displays in the language based on the user's configured locale",,
